1.00
*     IK    IR          PSIn       B_ratio
      67    31     1.0563474     0.1427710    -0.7510664
      68    31     1.0563497     0.1243176    -0.7510972
      69    31     1.0563517     0.1184116    -0.7511236
      70    31     1.0563385     0.1172649    -0.7509474
      71    31     1.0563548     0.1162778    -0.7511657
      72    31     1.0563436     0.1152328    -0.7510159
      73    31     1.0563443     0.1140002    -0.7510248
      74    31     1.0563535     0.1125128    -0.7511480
      75    31     1.0563478     0.1107222    -0.7510713
      76    31     1.0563482     0.1083581    -0.7510772
      77    31     1.0563514     0.1053276    -0.7511191
      78    31     1.0563561     0.1019318    -0.7511828
      79    31     1.0563505     0.0985277    -0.7511079
      80    31     1.0563477     0.0955006    -0.7510698
      81    31     1.0563530     0.0930253    -0.7511415
      82    31     1.0563631     0.0910940    -0.7512756
      83    31     1.0563669     0.0896472    -0.7513268
      84    31     1.0563697     0.0886102    -0.7513642
      85    31     1.0563682     0.0879011    -0.7513430
      86    31     1.0563695     0.0874339    -0.7513610
      87    31     1.0563658     0.0871264    -0.7513122
      88    31     1.0563631     0.0869127    -0.7512756
      89    31     1.0563662     0.0867448    -0.7513172
      90    31     1.0563682     0.0865853    -0.7513435
       1    32     1.0598336     0.0646885    -0.7975341
       2    32     1.0598355     0.0647324    -0.7975602
       3    32     1.0598366     0.0647794    -0.7975743
       4    32     1.0598368     0.0648397    -0.7975777
       5    32     1.0598356     0.0649270    -0.7975614
       6    32     1.0598304     0.0650642    -0.7974916
       7    32     1.0598261     0.0652856    -0.7974353
       8    32     1.0598322     0.0656284    -0.7975164
       9    32     1.0598184     0.0661463    -0.7973316
      10    32     1.0598158     0.0669089    -0.7972971
      11    32     1.0598126     0.0679880    -0.7972550
      12    32     1.0598082     0.0694486    -0.7971963
      13    32     1.0598086     0.0713014    -0.7972012
      14    32     1.0598006     0.0734092    -0.7970950
      15    32     1.0597921     0.0755160    -0.7969817
      16    32     1.0597968     0.0774083    -0.7970445
      17    32     1.0597939     0.0789712    -0.7970050
      18    32     1.0597880     0.0803121    -0.7969271
      19    32     1.0597844     0.0815287    -0.7968796
      20    32     1.0597785     0.0826415    -0.7968002
      21    32     1.0597681     0.0838120    -0.7966617
      22    32     1.0597651     0.0856650    -0.7966212
      23    32     1.0597444     0.0949779    -0.7963454
      24    32     1.0597481     0.1130879    -0.7963951
      25    32     1.0597504     0.1330777    -0.7964256
      26    32     1.0597519     0.1521972    -0.7964461
      27    32     1.0597531     0.1691395    -0.7964613
      28    32     1.0597518     0.1831886    -0.7964445
      29    32     1.0597557     0.1935603    -0.7964966
      30    32     1.0597542     0.2001088    -0.7964766
      31    32     1.0597554     0.2020290    -0.7964918
      32    32     1.0597516     0.1997637    -0.7964423
      33    32     1.0597527     0.1932764    -0.7964567
      34    32     1.0597556     0.1828608    -0.7964948
      35    32     1.0597554     0.1690076    -0.7964930
      36    32     1.0597521     0.1515145    -0.7964487
      37    32     1.0597534     0.1324998    -0.7964653
      38    32     1.0597535     0.1122226    -0.7964669
      39    32     1.0597508     0.0912375    -0.7964312
      40    32     1.0597501     0.0689914    -0.7964216
      41    32     1.0597583     0.0476941    -0.7965306
      42    32     1.0597650     0.0500321    -0.7966202
      43    32     1.0597592     0.0803629    -0.7965437
      44    32     1.0597575     0.1129838    -0.7965198
      45    32     1.0597472     0.1424893    -0.7963830
      46    32     1.0597563     0.1691714    -0.7965049
      47    32     1.0597414     0.1936987    -0.7963058
      48    32     1.0597391     0.2161927    -0.7962752
      49    32     1.0597470     0.2396425    -0.7963801
      50    32     1.0597367     0.2603612    -0.7962432
      51    32     1.0597340     0.2797685    -0.7962069
      52    32     1.0597525     0.2964406    -0.7964538
      53    32     1.0597384     0.3051066    -0.7962653
      54    32     1.0597443     0.3098034    -0.7963445
      55    32     1.0597467     0.3166732    -0.7963760
      56    32     1.0597575     0.3129423    -0.7965201
      57    32     1.0597440     0.3110843    -0.7963407
      58    32     1.0597364     0.2998087    -0.7962390
      59    32     1.0597522     0.2935291    -0.7964497
      60    32     1.0597513     0.2849023    -0.7964380
      61    32     1.0597522     0.2705821    -0.7964501
      62    32     1.0597525     0.2538066    -0.7964533
      63    32     1.0597384     0.2366447    -0.7962655
      64    32     1.0597395     0.2169501    -0.7962800
      65    32     1.0597416     0.1926389    -0.7963090
      66    32     1.0597443     0.1689147    -0.7963438
      67    32     1.0597501     0.1437294    -0.7964214
      68    32     1.0597352     0.1282728    -0.7962234
      69    32     1.0597398     0.1249417    -0.7962846
      70    32     1.0597382     0.1237406    -0.7962629
      71    32     1.0597398     0.1226782    -0.7962850
      72    32     1.0597397     0.1215530    -0.7962829
      73    32     1.0597388     0.1201715    -0.7962709
      74    32     1.0597416     0.1184339    -0.7963082
      75    32     1.0597452     0.1163719    -0.7963565
      76    32     1.0597286     0.1137249    -0.7961353
      77    32     1.0597345     0.1103299    -0.7962133
      78    32     1.0597478     0.1066144    -0.7963917
      79    32     1.0597456     0.1030854    -0.7963615
      80    32     1.0597381     0.1000249    -0.7962623
      81    32     1.0597390     0.0975290    -0.7962736
      82    32     1.0597426     0.0955851    -0.7963219
      83    32     1.0597469     0.0941288    -0.7963792
      84    32     1.0597416     0.0930846    -0.7963084
      85    32     1.0597477     0.0923704    -0.7963892
      86    32     1.0597500     0.0918982    -0.7964203
      87    32     1.0597468     0.0915865    -0.7963775
      88    32     1.0597427     0.0913684    -0.7963229
      89    32     1.0597387     0.0911964    -0.7962702
      90    32     1.0597397     0.0910340    -0.7962833
       1    33     1.0629044     0.0671830    -0.8384666
       2    33     1.0629043     0.0672427    -0.8384654
       3    33     1.0629035     0.0673072    -0.8384540
       4    33     1.0629047     0.0673904    -0.8384695
       5    33     1.0629077     0.0675108    -0.8385096
       6    33     1.0629091     0.0676948    -0.8385285
       7    33     1.0629037     0.0679813    -0.8384573
       8    33     1.0629041     0.0684175    -0.8384617
       9    33     1.0629017     0.0690583    -0.8384299
      10    33     1.0629042     0.0699681    -0.8384638
      11    33     1.0629022     0.0712161    -0.8384373
      12    33     1.0628963     0.0728659    -0.8383582
      13    33     1.0629014     0.0749290    -0.8384257
      14    33     1.0628963     0.0772815    -0.8383578
      15    33     1.0628935     0.0796573    -0.8383208
      16    33     1.0629040     0.0817701    -0.8384609
      17    33     1.0629021     0.0835174    -0.8384351
      18    33     1.0629104     0.0849041    -0.8385455
      19    33     1.0629032     0.0860598    -0.8384507
      20    33     1.0629029     0.0871173    -0.8384458
      21    33     1.0629000     0.0881555    -0.8384073
      22    33     1.0628988     0.0894318    -0.8383910
      23    33     1.0628919     0.0968874    -0.8382991
      24    33     1.0628872     0.1133959    -0.8382363
      25    33     1.0628887     0.1330936    -0.8382570
      26    33     1.0628914     0.1520617    -0.8382929
      27    33     1.0628916     0.1689155    -0.8382954
      28    33     1.0628912     0.1828807    -0.8382897
      29    33     1.0628911     0.1932617    -0.8382888
      30    33     1.0628898     0.1997465    -0.8382710
      31    33     1.0628895     0.2017184    -0.8382671
      32    33     1.0628906     0.1993683    -0.8382820
      33    33     1.0628896     0.1928817    -0.8382693
      34    33     1.0628953     0.1824645    -0.8383449
      35    33     1.0628941     0.1685820    -0.8383285
      36    33     1.0628911     0.1511170    -0.8382885
      37    33     1.0628924     0.1320248    -0.8383065
      38    33     1.0628907     0.1117136    -0.8382835
      39    33     1.0628888     0.0906383    -0.8382576
      40    33     1.0628887     0.0681041    -0.8382563
      41    33     1.0628943     0.0459702    -0.8383316
      42    33     1.0629056     0.0483467    -0.8384821
      43    33     1.0628969     0.0797244    -0.8383666
      44    33     1.0628969     0.1126602    -0.8383663
      45    33     1.0628922     0.1423103    -0.8383037
      46    33     1.0628853     0.1690194    -0.8382112
      47    33     1.0628784     0.1936003    -0.8381198
      48    33     1.0628795     0.2161443    -0.8381341
      49    33     1.0628820     0.2394952    -0.8381681
      50    33     1.0628704     0.2602260    -0.8380126
      51    33     1.0628799     0.2795061    -0.8381389
      52    33     1.0628874     0.2960528    -0.8382401
      53    33     1.0628761     0.3048237    -0.8380886
      54    33     1.0628863     0.3094679    -0.8382251
      55    33     1.0628874     0.3162681    -0.8382401
      56    33     1.0628852     0.3124498    -0.8382105
      57    33     1.0628783     0.3105909    -0.8381179
      58    33     1.0628763     0.2994873    -0.8380911
      59    33     1.0628943     0.2932428    -0.8383309
      60    33     1.0628916     0.2844696    -0.8382950
      61    33     1.0628909     0.2702621    -0.8382867
      62    33     1.0628905     0.2535581    -0.8382809
      63    33     1.0628710     0.2364232    -0.8380212
      64    33     1.0628835     0.2168542    -0.8381869
      65    33     1.0628782     0.1928869    -0.8381173
      66    33     1.0628845     0.1693038    -0.8382014
      67    33     1.0628877     0.1451106    -0.8382441
      68    33     1.0628743     0.1319385    -0.8380651
      69    33     1.0628747     0.1300590    -0.8380708
      70    33     1.0628794     0.1288737    -0.8381326
      71    33     1.0628715     0.1277626    -0.8380281
      72    33     1.0628824     0.1265661    -0.8381729
      73    33     1.0628797     0.1250488    -0.8381366
      74    33     1.0628839     0.1230706    -0.8381924
      75    33     1.0628783     0.1206791    -0.8381184
      76    33     1.0628712     0.1176655    -0.8380241
      77    33     1.0628817     0.1139351    -0.8381637
      78    33     1.0628831     0.1099691    -0.8381822
      79    33     1.0628817     0.1063313    -0.8381640
      80    33     1.0628819     0.1032548    -0.8381660
      81    33     1.0628830     0.1007629    -0.8381808
      82    33     1.0628796     0.0988218    -0.8381357
      83    33     1.0628837     0.0973678    -0.8381898
      84    33     1.0628810     0.0963253    -0.8381536
      85    33     1.0628873     0.0956116    -0.8382385
      86    33     1.0628869     0.0951395    -0.8382332
      87    33     1.0628828     0.0948279    -0.8381779
      88    33     1.0628782     0.0946097    -0.8381166
      89    33     1.0628738     0.0944377    -0.8380586
      90    33     1.0628748     0.0942752    -0.8380709
       1    34     1.0657427     0.0693145    -0.8762985
       2    34     1.0657413     0.0693828    -0.8762802
       3    34     1.0657393     0.0694562    -0.8762534
       4    34     1.0657392     0.0695506    -0.8762524
